numVersA,numVersB,numDistinctDepDecs,avgMajorVersBehind,avgMinorVersBehind,avgMicroVersBehind,numMajorDecChanges,numMinorDecChanges,numMicroDecChanges,numBackwardsDecChanges,
com.orientechnologies:orientdb-core::org.testng:testng,50,69,2,0.6,0.2,6.66,10,0,0,5
net.sf.jabb:jabb-core::org.hibernate:hibernate-core,115,171,2,0.46087,1.826087,3.730435,0,0,18,9
com.netflix.eureka:eureka-core::com.sun.jersey.contribs:jersey-apache-client4,147,52,1,0,8.315789,0,0,0,0,0
org.onosproject:onlab-osgi::com.fasterxml.jackson.core:jackson-databind,96,110,3,0,1.032787,3.081967,0,20,9,14
com.themodernway:themodernway-server-core::org.springframework:spring-jdbc,78,89,11,0.441558,0,0,30,0,33,30
au.com.dius:pact-jvm-consumer_2.11::org.scala-lang:scala-compiler,139,76,2,0,1.405063,1.329114,0,0,10,5
org.apereo.cas:cas-server-core-logout::org.springframework:spring-messaging,58,57,11,0.62963,0,0.592593,0,0,18,9
au.com.dius:pact-jvm-provider-gradle_2.10::org.codehaus.groovy:groovy-all,64,150,2,0.5,1.5,4,0,0,1,1
org.apereo.cas:cas-server-support-themes::org.springframework:spring-context,57,74,18,0,0.02,1.16,0,2,40,21
org.apache.servicemix.bundles:org.apache.servicemix.bundles.aws-java-sdk::com.amazonaws:aws-java-sdk-ses,85,89,32,0,0.147059,3.294118,0,9,23,14
com.orientechnologies:orientdb-graphdb::org.codehaus.groovy:groovy,132,163,1,1,1,0,0,0,0,0
org.apereo.cas:cas-server-core-webflow::org.springframework:spring-webmvc,58,75,17,0.416667,0.020833,1.291667,0,2,36,18
ru.yandex.qatools.allure:allure-report-data::org.codehaus.groovy:groovy,58,163,2,0,0.08,2.4,0,0,2,1
org.crazyyak.dev:yak-dev-jersey-spring::org.springframework:spring-context,66,74,1,0,1,7.5,0,0,0,0
com.proofpoint.platform:launcher::com.github.jnr:jnr-posix,110,58,2,0.844444,4.444444,0,5,0,0,3
org.apache.wicket:wicket-examples::org.jboss.weld.servlet:weld-servlet-core,102,111,3,0.83871,0.903226,1.258065,19,0,1,9
org.dbflute.utflute:utflute-spring::org.springframework:spring-context,113,74,2,0,0.752212,6.238938,0,6,0,3
com.netflix.conductor:conductor-core::com.fasterxml.jackson.core:jackson-databind,100,110,2,0,1.556701,3.731959,0,28,0,14
io.fabric8.jube.images.fabric8:app-library::io.hawt:hawtio-git,51,103,2,0.431373,0,2.568627,0,0,31,15
org.apereo.cas:cas-server-core-api-monitor::org.springframework.data:spring-data-commons,58,69,8,0.490196,0.176471,3.686275,0,22,18,20
org.grails:grails-plugin-controllers::org.codehaus.groovy:groovy-test,114,93,10,0.017544,0.22807,0.315789,0,0,33,15
com.github.fakemongo:fongo::org.openjdk.jmh:jmh-generator-annprocess,51,75,3,0,4,0.5,0,6,0,4
com.cedarsoftware:n-cube::org.springframework:spring-tx,280,84,2,0,0,0.833333,0,0,1,0
org.apereo.cas:cas-server-core-api-monitor::org.codehaus.groovy:groovy-groovysh,58,58,1,0,0,0,0,0,0,0
org.kuali.rice:rice-it-kim::org.eclipse.jetty:jetty-server,76,231,1,0,2,10.5,0,0,0,0
org.bitbucket.bradleysmithllc.etl-agent:core::com.sun.jersey:jersey-core,75,97,2,0,0.026667,0.08,0,28,0,14
org.apereo.cas:cas-server-core-api-webflow::org.javers:javers-core,54,178,1,0,1,1,0,0,0,0
com.facebook.presto:presto-cassandra::com.datastax.cassandra:cassandra-driver-core,124,68,4,0.322314,0.586777,3.016529,43,16,16,37
com.jcabi:jcabi-github::com.jcabi:jcabi-aspects,66,59,1,0,0,0.75,0,0,0,0
org.elasticsearch:elasticsearch-river-rabbitmq::org.codehaus.groovy:groovy-all,52,150,1,0,1,5,0,0,0,0
org.apereo.cas:cas-server-support-validation::com.github.fakemongo:fongo,57,51,8,0,0.58,0.76,0,25,11,19
org.apereo.cas:cas-server-support-oauth-core::org.springframework:spring-messaging,58,57,11,0.677419,0,0.677419,0,0,21,10
net.thucydides:thucydides-jbehave-plugin::org.jbehave:jbehave-core,65,144,8,0.815385,0.276923,1.261538,0,37,7,25
org.http4s:http4s-server_2.10::org.specs2:specs2-scalacheck_2.10,130,163,7,0,0.37,1.62,0,24,25,24
org.neo4j.driver:neo4j-java-driver::com.fasterxml.jackson.core:jackson-databind,72,110,2,0,0,2.45,0,0,2,1
com.netflix.governator:governator-test-junit::org.mockito:mockito-core,80,258,2,0.705882,0.352941,0,0,9,0,4
org.realityforge.replicant:replicant-client-common::org.eclipse.jetty:jetty-jndi,53,235,1,0,2,8.9,0,0,0,0
org.keycloak:keycloak-jetty81-adapter::org.eclipse.jetty:jetty-server,67,231,2,1,0.477612,3.014925,0,0,20,10
com.alibaba:druid::com.alibaba:fastjson,75,108,3,0,0,3.166667,0,0,2,1
au.com.dius:pact-jvm-provider-specs2_2.11::org.scala-lang:scala-compiler,122,76,2,0,1.276923,0.969231,0,0,8,4
org.grails:grails-plugin-services::org.codehaus.groovy:groovy-all,114,150,13,0,0.678571,0.214286,0,11,7,9
ru.yandex.qatools.allure:allure-report-data::com.fasterxml.jackson.module:jackson-module-jaxb-annotations,58,97,1,0,2.163636,3.945455,0,0,0,0
org.http4k:http4k-server-jetty::org.eclipse.jetty:jetty-server,174,231,5,0,0.511494,2.477011,0,82,8,43
com.android.tools.build:builder::com.android.tools:common,76,67,55,0,0,0,26,18,15,28
com.graphaware.neo4j:resttest::org.neo4j:neo4j-io,58,159,11,0,0.866667,0,0,11,1,6
net.sf.jabb:jabb-core::org.springframework:spring-test,115,61,1,1,0,11.643678,0,0,0,0
org.datanucleus:datanucleus-accessplatform-jpa-rdbms::org.datanucleus:datanucleus-rdbms,95,160,30,0.44186,0.069767,0,6,8,28,22
org.specs2:specs2-mock_2.12::org.specs2:specs2-core_2.12,79,54,1,0,0,0,0,0,0,0
com.aol.microservices:micro-jersey::org.mockito:mockito-core,53,258,1,1,1,0,0,0,0,0
org.datanucleus:datanucleus-accessplatform-jdo-rdbms::org.datanucleus:datanucleus-rdbms,95,160,29,0.452381,0.071429,0,5,8,28,22
au.com.dius:pact-jvm-provider-gradle_2.10::org.specs2:specs2-junit_2.10,64,160,2,0,0.615385,1.576923,0,11,0,6
org.grails:grails-core::org.springframework:spring-test,116,61,2,0,0,0,0,0,1,0
org.apereo.cas:cas-server-core-authentication::org.springframework:spring-test,54,61,12,0,0,1.451613,0,2,17,11
org.apereo.cas:cas-server-support-oauth-core::org.codehaus.groovy:groovy-groovysh,58,58,1,0,0,0,0,0,0,0
org.grails:grails-datastore-gorm-hibernate4::org.codehaus.groovy:groovy-all,85,150,1,0,3,0,0,0,0,0
org.grails:grails-datastore-gorm-hibernate-core::org.grails:grails-plugin-domain-class,84,114,5,0,0,0,0,0,7,2
org.apereo.cas:cas-server-core-api-util::org.springframework:spring-jms,58,85,19,0.470588,0,1.137255,2,1,41,21
org.springframework.integration:spring-integration-test::org.springframework:spring-messaging,80,57,11,0.166667,0,0,0,0,11,7
org.specs2:specs2-junit_2.12::org.specs2:specs2-mock_2.12,76,79,1,0,0,0,0,0,0,0
org.grails:grails-datastore-gorm-hibernate-core::org.codehaus.groovy:groovy,84,163,9,0.016667,0.25,0.683333,0,0,49,26
org.specs2:specs2-matcher-extra_2.12::org.specs2:specs2-matcher_2.12,70,70,1,0,0,0,0,0,0,0
org.onosproject:onos-apps-routing-api::io.netty:netty,67,70,1,1,0,1,0,0,0,0
com.epam.jdi:jdi-uitest-web::com.epam.jdi:jdi-uitest-core,106,98,2,0,0,1.833333,0,0,2,1
com.netflix.nebula:nebula-plugin-plugin::com.netflix.nebula:gradle-dependency-lock-plugin,108,54,9,0.092308,0.015385,0.153846,29,12,0,17
org.keycloak:keycloak-osgi-adapter::org.eclipse.jetty:jetty-security,66,231,2,1,0.484848,3.060606,0,0,20,10
net.dongliu:requests::net.dongliu:commons,100,141,15,0,0.05,0,2,7,7,5
org.apereo.cas:cas-server-core-api-events::org.springframework.data:spring-data-commons,55,69,8,0.489796,0.204082,3.816327,0,20,20,20
org.apereo.cas:cas-server-support-validation::com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,57,93,3,0,0,0.777778,0,0,4,2
org.apache.cassandra:cassandra-all::com.datastax.cassandra:cassandra-driver-core,186,68,7,0.2,0.981818,2.218182,12,1,13,13
org.apereo.cas:cas-server-core-validation::org.springframework:spring-aop,58,81,17,0.4375,0.020833,1.3125,0,2,38,19
org.realityforge.arez:arez-processor::org.eclipse.jetty:jetty-servlet,67,235,1,0,2,9.26,0,0,0,0
org.kuali.rice:rice-it-edl::org.eclipse.jetty:jetty-http,77,231,1,0,2,11.333333,0,0,0,0
org.grails:gorm-mongodb-spring-boot::org.codehaus.groovy:groovy,50,163,6,0.046512,0.27907,1.046512,0,0,34,17
org.bitbucket.bradleysmithllc.etlunit:parent::com.fasterxml.jackson.core:jackson-databind,148,110,1,0,1,0,0,0,0,0
com.github.docker-java:docker-java::org.testng:testng,51,69,3,0.409091,3.477273,0.159091,12,1,0,6
org.apache.camel:camel-core::com.sun.xml.bind:jaxb-impl,106,51,2,0,0,0.214286,0,0,4,2
com.themodernway:themodernway-common::org.codehaus.groovy:groovy-all,67,150,5,0.656716,1.865672,0.044776,0,2,40,19
com.aliyun:aliyun-java-sdk-core::com.alibaba:fastjson,78,108,1,0,1,11,0,0,0,0
io.nextflow:nxf-commons::org.codehaus.groovy:groovy,114,163,7,0.219298,0.912281,0.412281,0,24,37,29
org.apereo.cas:cas-server-core-api-events::org.springframework:spring-tx,55,84,18,0.480769,0,1.269231,2,1,43,21
io.fabric8.jube.images.fabric8:app-library::org.eclipse.jetty:jetty-server,51,231,2,0,1.647059,0.745098,0,27,0,13
org.specs2:specs2-markdown_2.12::org.specs2:specs2-core_2.12,70,54,1,0,0,0,0,0,0,0
org.apereo.cas:cas-server-support-oauth-core::org.springframework:spring-context-support,58,84,15,0.666667,0,0.638889,2,1,24,12
com.linecorp.armeria:armeria::org.eclipse.jetty:jetty-servlet,112,235,1,0,0,1.5,0,0,0,0
org.apereo.cas:cas-server-core-api-web::org.springframework:spring-test,58,61,12,0,0,1.393939,0,2,18,11
org.springframework.data:spring-data-mongodb-cross-store::org.hibernate:hibernate-entitymanager,70,153,1,0,0.666667,12.777778,0,0,0,0
org.apereo.cas:cas-server-core-api-logout::org.mockito:mockito-core,58,258,12,0.363636,1.945455,0.018182,22,19,0,19
com.xiaoleilu:hutool::com.alibaba:druid,79,75,6,0,0,2.632911,0,0,47,23
org.springframework.integration:spring-integration-jdbc::org.springframework:spring-aop,90,81,10,0.5,0.333333,0.444444,14,0,3,8
com.fasterxml.jackson.module:jackson-module-mrbean::com.fasterxml.jackson.core:jackson-databind,87,110,1,0,0,2,0,0,0,0
org.apereo.cas:cas-server-support-jdbc-drivers::org.springframework:spring-jdbc,56,89,15,0.705882,0,0.617647,2,1,23,12
org.apereo.cas:cas-server-support-saml::org.springframework:spring-jdbc,58,89,14,0.657143,0,0.657143,2,1,25,12
org.apereo.cas:cas-server-support-saml-core::org.hibernate:hibernate-core,58,171,10,0,0.352941,2.352941,0,4,37,19
com.amazonaws:aws-java-sdk::com.amazonaws:aws-java-sdk-ses,160,89,1,0,0,0,0,0,0,0
org.apereo.cas:cas-server-core-api-logout::org.springframework.data:spring-data-commons,58,69,4,0.69697,0,4.30303,0,0,16,8
org.apereo.cas:cas-server-core-api-util::org.springframework:spring-aop,58,81,16,0.458333,0,1.1875,0,0,39,19
org.apereo.cas:cas-server-core-validation::org.mockito:mockito-core,58,258,12,0.377358,1.886792,0.018868,22,16,0,17
org.apereo.cas:cas-server-support-validation::org.springframework.integration:spring-integration-core,57,85,4,0,0,2.714286,0,0,6,4
org.javers:javers-spring::com.github.fakemongo:fongo,177,51,7,0.013245,0.125828,1.238411,7,46,37,47
org.jvnet.hudson.main:hudson-core::org.springframework:spring-core,53,83,1,0,0,6,0,0,0,0
org.mortbay.jetty:jetty-jmx-ws::com.sun.jersey:jersey-server,59,58,1,0,6.898305,0,0,0,0,0
com.zaxxer:HikariCP::org.mockito:mockito-core,54,258,5,0.105263,2.578947,0.947368,4,5,0,5
org.keycloak:keycloak-jetty-adapter-spi::org.eclipse.jetty:jetty-security,55,231,2,1,0.581818,3.527273,0,0,4,2
org.apache.camel:camel-web::com.sun.jersey:jersey-json,69,58,5,0,2.716981,0,0,38,0,15
net.e6tech:elements-web::org.apache.cxf:cxf-rt-transports-http-jetty,67,82,3,0,0,0.5,0,0,15,8
org.apereo.cas:cas-server-support-oauth-core::com.nimbusds:nimbus-jose-jwt,58,135,14,0.26,4.86,0.22,30,9,2,22
org.crazyyak.dev:yak-dev-net::org.testng:testng,66,69,1,0,5,0,0,0,0,0
org.springframework.data:spring-data-gemfire::org.springframework:spring-tx,55,84,11,0.304348,0.565217,0.086957,10,5,5,9
org.dbtools:dbtools-gen::org.mockito:mockito-core,66,258,7,0,0.148148,5.481481,0,16,0,9
com.datastax.spark:spark-cassandra-connector-embedded_2.10::com.datastax.cassandra:cassandra-driver-core,71,68,10,0.157143,0.657143,2,30,5,13,19
org.apereo.cas:cas-server-support-saml-idp-core::org.hibernate:hibernate-core,56,171,10,0,0.346154,2.5,0,0,40,20
org.realityforge.arez:arez-core::org.eclipse.jetty:jetty-plus,110,231,1,0,2,9.306452,0,0,0,0
org.grails:grails-bootstrap::org.codehaus.groovy:groovy,88,163,3,0,0,0,0,0,2,1
org.apereo.cas:cas-server-support-oidc-core::org.springframework:spring-aop,56,81,16,0.510204,0,1.285714,0,0,40,20
org.apereo.cas:cas-server-core-logout::org.springframework:spring-core,58,83,2,0,0,0,0,0,1,0
org.apereo.cas:cas-server-core-monitor::org.hibernate:hibernate-entitymanager,58,153,10,0,0.5,1.194444,0,2,20,10
org.grails:grails-logging::org.codehaus.groovy:groovy,114,163,11,0.034483,0.258621,0.310345,0,0,33,15
org.onosproject:onos-api::com.fasterxml.jackson.core:jackson-databind,97,110,5,0,0.786517,2.382022,0,31,11,21
com.fasterxml.jackson.jaxrs:jackson-jaxrs-providers::com.sun.jersey:jersey-server,80,58,1,0,1.425926,0,0,0,0,0
org.apache.cassandra:cassandra-all::org.xerial.snappy:snappy-java,186,61,5,0,0.440252,0.597484,0,36,19,26
org.apereo.cas:cas-server-core-validation::org.springframework:spring-jms,58,85,19,0.46,0,1.28,2,1,41,21
org.grails:gorm-mongodb-spring-boot::org.codehaus.groovy:groovy-test,50,93,1,0,1,0,0,0,0,0
org.apereo.cas:cas-server-core-api-util::com.fasterxml.jackson.core:jackson-databind,58,110,10,0,0.361111,1.694444,0,15,8,12
au.com.dius:pact-jvm-provider-gradle_2.11::org.codehaus.groovy:groovy-all,113,150,2,0,1,2.090909,0,0,5,3
com.datastax.cassandra:cassandra-driver-core::io.netty:netty,68,70,4,1,0.086957,2.217391,0,6,1,3
org.grails:grails-datastore-gorm-hibernate4::org.codehaus.groovy:groovy-test,85,93,5,0,0.033333,0.8,0,0,18,9
com.googlecode.libphonenumber:demo::com.googlecode.libphonenumber:geocoder,105,85,84,0,0,0,2,82,0,28
com.spotify:helios-services::io.netty:netty,226,70,1,1,2,3,0,0,0,0
org.codehaus.cargo:cargo-core-uberjar::com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,51,88,2,0,1.75,0,0,2,0,1
org.apache.servicemix.bundles:org.apache.servicemix.bundles.hbase::com.sun.jersey:jersey-server,70,58,2,0,10.166667,0.45,0,13,0,7
net.e6tech:elements-web::org.apache.cxf:cxf-rt-transports-http-hc,67,61,3,0,0,0.5,0,0,15,8
com.gu:facia-json_2.10::com.amazonaws:aws-java-sdk,54,160,1,0,1.217391,4.173913,0,0,0,0
org.springframework.integration:spring-integration-redis::org.springframework.data:spring-data-redis,85,69,19,0.074074,0.987654,1.17284,13,63,4,36
com.github.binarywang:weixin-java-common::org.eclipse.jetty:jetty-servlet,112,235,1,0,0,10,0,0,0,0
org.grails:grails-plugin-testing::org.grails:grails-datastore-gorm,109,107,19,0.171429,0,0.142857,9,5,15,15
com.datastax.cassandra:cassandra-driver-core::org.xerial.snappy:snappy-java,68,61,1,0,1,0,0,0,0,0
org.apereo.cas:cas-server-support-saml-core::org.javers:javers-core,58,178,1,0,1,1,0,0,0,0
org.apereo.cas:cas-server-support-saml-core::org.springframework:spring-test,58,61,11,0,0,1.4375,0,2,17,10
org.apereo.cas:cas-server-support-ldap::org.springframework:spring-aop,58,81,18,0.469388,0,1.285714,0,2,40,20
org.apereo.cas:cas-server-core-validation::org.springframework:spring-web,58,66,12,0,0.029412,1.352941,0,2,18,11
com.spotify:helios-services::com.sun.jersey:jersey-server,226,58,1,0,1,3.852679,0,0,0,0
com.baomidou:mybatis-plus::org.springframework:spring-context,65,74,3,0,0,2.25,0,3,0,2
com.gensetgo:RMS::com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,101,93,1,0,7,3,0,0,0,0
io.fabric8.jube.images.fabric8:springboot-keycloak::org.keycloak:keycloak-tomcat8-adapter,52,74,1,0,1.134615,0.442308,0,0,0,0
com.graphaware.neo4j:timetree::org.eclipse.jetty:jetty-server,51,231,1,0,1,10,0,0,0,0
com.fasterxml.jackson.module:jackson-module-afterburner::com.fasterxml.jackson.core:jackson-databind,91,110,1,0,0,0,0,0,0,0
org.apereo.cas:cas-server-support-saml-core::org.springframework:spring-webmvc,58,75,10,0.666667,0,0.733333,0,0,21,10
org.apereo.cas:cas-server-core-api-logout::com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,58,88,10,0,0.351351,1.621622,0,15,8,12
net.sf.jabb:jabb-core::org.jgroups:jgroups,115,159,2,0.518519,1.777778,6.777778,0,6,0,3
org.apereo.cas:cas-server-support-ldap-core::org.springframework.data:spring-data-commons,58,69,9,0.480769,0.211538,3.423077,0,22,20,21
org.jboss:jboss-ejb-client::org.jboss.ironjacamar:ironjacamar-spec-api,128,96,1,0,0,1.526316,0,0,0,0
org.specs2:specs2-core_2.12::org.specs2:specs2-matcher_2.12,54,70,1,0,0,0,0,0,0,0
org.grails:grails-plugin-controllers::org.codehaus.groovy:groovy-all,114,150,13,0,0.678571,0.214286,0,11,7,9
com.hazelcast:hazelcast::org.codehaus.groovy:groovy-all,152,150,1,0.191011,3.460674,1,0,0,0,0
org.apereo.cas:cas-server-core-webflow::com.github.axet:wget,58,58,1,0,0,0,0,0,0,0
org.apereo.cas:cas-server-core-validation::org.springframework:spring-orm,58,81,17,0.428571,0.020408,1.285714,0,2,38,19
com.bladejava:blade-core::org.eclipse.jetty:jetty-server,59,231,5,0.033333,1.1,2.733333,2,12,1,8
org.apereo.cas:cas-server-support-ldap::com.github.fakemongo:fongo,58,51,7,0,0.541667,0.916667,0,28,7,18
org.realityforge.react4j:react4j-arez::org.eclipse.jetty:jetty-util,77,206,1,0,2,9.022222,0,0,0,0
org.grails:grails-async::org.codehaus.groovy:groovy-test,87,93,8,0.02,0.08,0.28,0,0,33,16
org.actframework:act::com.alibaba:fastjson,86,108,18,0,0,0.325,0,0,59,26
org.apereo.cas:cas-server-support-oidc-core::org.springframework:spring-jms,56,85,20,0.509434,0,1.207547,2,1,43,22
com.baidu:jprotobuf-rpc-socket::com.baidu:jprotobuf,80,88,24,0.194805,0.051948,0.61039,0,41,16,27
com.netflix.evcache:evcache-client::com.sun.jersey:jersey-client,144,58,1,0,6,2,0,0,0,0
org.apereo.cas:cas-server-core-api-web::org.springframework:spring-core,58,83,2,0,0,0,0,0,1,0
org.clojure:clojurescript::org.clojure:clojure,184,110,4,0,0.92,0,0,82,0,39
org.apereo.cas:cas-server-support-oauth-core::org.hibernate:hibernate-hikaricp,58,76,9,0,0.666667,1.25,0,2,9,5
com.avsystem.commons:commons-macros_2.12::org.mockito:mockito-core,62,258,2,0,0.333333,0,0,1,0,1
com.orientechnologies:orientdb-distributed::com.hazelcast:hazelcast,123,152,10,0,1.481013,2.405063,7,18,15,20
org.stagemonitor:stagemonitor-core::com.fasterxml.jackson.core:jackson-databind,66,110,8,0,0.692308,1.923077,0,29,4,18
com.erudika:para-parent::org.mockito:mockito-core,68,258,7,0.352941,0.823529,1,10,29,0,20
org.craftercms:crafter-core::org.springframework:spring-aop,54,81,1,0.34375,2.15625,5.6875,0,0,0,0
org.apache.camel:camel-web::com.sun.jersey.contribs:jersey-spring,69,96,10,0,2.514706,0,0,54,0,23
org.quasar-analytics:quasar-foundation-internal_2.11::org.jboss.aesh:aesh,364,84,1,0,0,0,0,0,0,0
au.com.dius:pact-specification-test_2.11::org.codehaus.groovy:groovy-all,136,150,4,0.235294,1.470588,1.941176,0,0,18,9
com.saucelabs:ci-sauce::org.codehaus.plexus:plexus-archiver,61,56,2,0.491803,3.540984,0,6,0,0,3
com.mysema.querydsl:querydsl-jdo::org.datanucleus:datanucleus-rdbms,84,160,3,0.674699,0.626506,5.349398,18,5,0,11
org.craftercms:crafter-core::net.sf.ehcache:ehcache,54,80,3,0,1.754717,5.09434,0,20,0,10
org.apereo.cas:cas-server-support-oidc-core::org.springframework:spring-orm,56,81,16,0.510204,0,1.285714,0,0,40,20
com.fasterxml.jackson.module:jackson-module-scala_2.11::com.fasterxml.jackson.module:jackson-module-paranamer,55,75,2,0,1,0,0,1,0,1
org.apereo.cas:cas-server-core-tickets::com.fasterxml.jackson.core:jackson-databind,58,110,12,0,0.307692,1.615385,0,15,11,15
com.spotify:docker-maven-plugin::com.spotify:docker-client,165,145,24,0.012121,1.381818,1.169697,37,11,11,28
com.github.fakemongo:fongo::org.scala-lang:scala-compiler,51,76,4,0,0.833333,1.833333,0,0,7,3
org.grails:grails-core::org.springframework:spring-core,116,83,35,0.081395,0.313953,0.244186,9,20,33,29
org.apereo.cas:cas-server-support-ldap::org.springframework:spring-jms,58,85,20,0.5,0,1.16,2,1,41,22
org.grails:grails-gradle-plugin::org.codehaus.groovy:groovy,66,163,12,0.033898,0.254237,0.305085,0,0,43,20
org.apereo.cas:cas-server-core-api-ticket::com.fasterxml.jackson.module:jackson-module-kotlin,58,82,4,0,0,1.25,0,0,3,3
org.apereo.cas:cas-server-core-api-util::com.zaxxer:HikariCP,58,54,10,0.194444,0.111111,1.277778,13,4,5,11
com.themodernway:themodernway-server-core::org.springframework:spring-context,78,74,9,0,0,0,0,0,46,24
org.jboss.arquillian.protocol:arquillian-protocol-jmx::org.jboss.logmanager:jboss-logmanager,52,61,1,0,0.083333,0.583333,0,0,0,0
org.codelibs.fess:fess::org.elasticsearch:elasticsearch,61,225,33,0.639344,0.52459,0.196721,8,27,15,20
com.alibaba:fastjson::org.eclipse.jetty:jetty-webapp,108,231,1,1,0.909091,13.727273,0,0,0,0
com.themodernway:themodernway-server-core::org.springframework.integration:spring-integration-amqp,78,74,6,0.195122,0,0.243902,0,0,24,11
org.grails:grails-datastore-gorm-hibernate::org.grails:grails-plugin-controllers,58,114,5,0,0,0,0,0,7,2
com.vaadin:vaadin-client-compiler::org.eclipse.jetty:jetty-servlets,118,235,1,1,0,4.402597,0,0,0,0
org.realityforge.replicant:replicant-client-common::org.eclipse.jetty:jetty-servlet,53,235,1,0,2,8.9,0,0,0,0
org.apereo.cas:cas-server-core-api-web::com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,58,88,10,0,0.361111,1.555556,0,15,9,13
org.apereo.cas:cas-server-core-api-services::org.javers:javers-core,58,178,1,0,1,1,0,0,0,0
org.apache.camel:camel-core::com.fasterxml.jackson.core:jackson-databind,106,110,14,0,0.966667,2.1,0,24,6,14
com.netflix.dyno:dyno-core::com.sun.jersey:jersey-core,50,97,1,0,7.9375,2,0,0,0,0
com.datastax.cassandra:cassandra-driver-core::org.testng:testng,68,69,3,0,0,0.653846,0,0,6,3
com.netflix.governator:governator-jetty::org.eclipse.jetty:jetty-servlet,64,235,2,0,1.322581,4.290323,0,14,0,7
com.spotify:helios-services::com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,226,88,2,0,1.584615,4.507692,0,4,0,2
org.jboss.remoting3:jboss-remoting::org.testng:testng,56,69,1,0,3,0,0,0,0,0
au.com.dius:pact-jvm-model_2.10::org.mockito:mockito-core,76,258,2,1,0.923077,0,0,4,0,2
org.apereo.cas:cas-server-core-logout::org.springframework.data:spring-data-commons,58,69,4,0.655172,0,3.724138,0,0,13,7
com.linkedin.parseq:parseq-http-client::com.ning:async-http-client,53,126,2,0,0,16.849057,0,0,6,3
com.netflix.dyno:dyno-contrib::com.sun.jersey:jersey-core,51,97,2,0,4.803922,2.392157,0,15,0,8
org.apereo.cas:cas-server-support-jdbc-drivers::com.microsoft.sqlserver:mssql-jdbc,56,57,2,0.444444,1,0,2,0,0,1
ai.h2o:sparkling-water-core_2.10::ai.h2o:h2o-avro-parser,64,77,5,0,0.2,0,0,2,2,1
org.springframework.data:spring-data-gemfire::org.springframework.data:spring-data-commons,55,69,47,0.0625,0.291667,0.020833,0,41,6,22
